53.0,5,93449.0,14,15.0,2,9,0,1,1,0.0,0.0,40.0,17
33.0,5,123424.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,37
47.0,3,144844.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,37
40.0,3,114580.0,11,9.0,0,2,2,4,0,0.0,0.0,40.0,38
39.0,3,115618.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,37
33.0,3,159322.0,11,9.0,0,7,4,4,1,0.0,0.0,40.0,37
55.0,3,50164.0,10,16.0,2,3,0,4,1,0.0,0.0,60.0,37
39.0,3,370032.0,12,14.0,2,9,0,4,1,0.0,0.0,45.0,37
22.0,3,209034.0,15,10.0,4,7,1,4,0,0.0,0.0,35.0,37
27.0,3,94090.0,15,10.0,2,6,0,4,1,0.0,0.0,50.0,37
33.0,3,105974.0,11,9.0,4,2,1,4,1,0.0,0.0,41.0,37
37.0,0,32528.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,8
79.0,1,84616.0,1,7.0,2,3,0,4,1,0.0,0.0,7.0,37
31.0,3,56026.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,37
37.0,3,61518.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,37
47.0,3,503454.0,2,8.0,4,0,2,2,0,0.0,0.0,40.0,37
19.0,3,91893.0,15,10.0,4,5,3,4,1,0.0,0.0,24.0,37
21.0,3,214399.0,15,10.0,4,7,3,4,0,0.0,1721.0,24.0,37
56.0,4,321529.0,15,10.0,2,3,0,4,1,15024.0,0.0,40.0,37
26.0,3,111058.0,9,13.0,4,11,3,4,1,0.0,0.0,50.0,37
27.0,3,255476.0,4,3.0,4,7,2,4,1,0.0,0.0,40.0,24
55.0,3,335276.0,15,10.0,4,0,3,4,0,0.0,0.0,40.0,37
42.0,1,117227.0,12,14.0,0,9,4,4,0,0.0,0.0,45.0,37
30.0,3,197058.0,7,12.0,4,9,1,4,0,0.0,0.0,40.0,37
56.0,3,199713.0,6,5.0,2,2,0,4,1,0.0,0.0,40.0,37
35.0,0,22494.0,9,13.0,0,9,1,4,0,0.0,0.0,50.0,37
19.0,3,141418.0,15,10.0,4,9,3,4,1,0.0,0.0,15.0,37
56.0,1,273084.0,12,14.0,2,3,0,2,1,0.0,0.0,40.0,37
68.0,5,122094.0,11,9.0,2,2,0,4,1,0.0,0.0,15.0,37
38.0,3,203717.0,9,13.0,2,4,0,4,1,0.0,0.0,60.0,37
21.0,3,163665.0,15,10.0,4,9,3,4,0,0.0,0.0,40.0,37
34.0,1,161113.0,15,10.0,2,13,0,4,1,0.0,0.0,40.0,37
32.0,3,195576.0,1,7.0,2,6,0,4,1,0.0,0.0,40.0,37
72.0,3,74141.0,6,5.0,2,3,5,1,0,0.0,0.0,48.0,37
24.0,3,209417.0,15,10.0,2,11,0,4,1,7298.0,0.0,60.0,37
19.0,3,183532.0,15,10.0,4,5,3,4,1,0.0,0.0,25.0,37
50.0,3,102346.0,11,9.0,0,0,4,4,0,0.0,0.0,36.0,37
28.0,3,162298.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,37
72.0,3,164724.0,9,13.0,0,11,4,4,0,0.0,0.0,28.0,37
49.0,3,59380.0,15,10.0,3,0,1,4,0,0.0,0.0,40.0,37
37.0,3,188069.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,37
29.0,3,142712.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,37
51.0,1,146181.0,6,5.0,2,13,0,2,1,0.0,0.0,40.0,37
48.0,4,38240.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,37
41.0,3,242804.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,37
27.0,3,110648.0,9,13.0,4,12,3,4,1,0.0,0.0,40.0,37
32.0,3,223212.0,13,1.0,2,6,0,4,1,0.0,0.0,40.0,24
48.0,3,320421.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,37
40.0,3,184471.0,15,10.0,0,6,1,4,1,0.0,0.0,40.0,37
30.0,6,54318.0,1,7.0,2,13,0,4,1,0.0,0.0,40.0,37
51.0,3,165637.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,37
37.0,3,135089.0,15,10.0,0,7,4,4,0,0.0,0.0,56.0,37
66.0,3,236879.0,13,1.0,6,8,2,4,0,0.0,0.0,40.0,12
60.0,3,101198.0,8,11.0,0,7,1,4,1,0.0,0.0,20.0,37
20.0,3,332194.0,11,9.0,4,5,3,2,1,0.0,0.0,20.0,37
76.0,3,82628.0,5,4.0,2,7,0,4,1,0.0,0.0,45.0,37
35.0,3,276552.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,37
45.0,3,214627.0,10,16.0,6,9,4,4,1,15020.0,0.0,40.0,18
51.0,5,120781.0,14,15.0,2,9,0,3,1,99999.0,0.0,70.0,17
52.0,1,146565.0,7,12.0,0,7,1,4,0,4865.0,0.0,30.0,37
33.0,3,176185.0,2,8.0,0,2,1,4,1,0.0,2258.0,42.0,37
38.0,6,149135.0,7,12.0,4,0,1,2,1,0.0,0.0,40.0,37
35.0,6,227128.0,11,9.0,0,2,3,4,1,0.0,0.0,40.0,37
34.0,3,140092.0,11,9.0,4,12,1,4,1,0.0,0.0,40.0,37
18.0,3,192022.0,15,10.0,4,7,3,4,1,0.0,0.0,20.0,37
44.0,3,163215.0,2,8.0,0,6,4,4,0,0.0,0.0,40.0,37
42.0,5,217597.0,11,9.0,0,11,3,4,1,0.0,0.0,50.0,37
47.0,1,140644.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,37
26.0,3,37898.0,8,11.0,4,2,1,4,1,0.0,0.0,65.0,37
33.0,3,240763.0,15,10.0,2,6,0,2,1,0.0,0.0,40.0,37
42.0,3,136986.0,11,9.0,2,2,0,4,1,7688.0,0.0,50.0,37
51.0,1,101119.0,11,9.0,2,10,0,4,1,0.0,0.0,70.0,37
