1.043,-0.901,1.912,1.0,0.0,-0.147,-0.218,-0.043
-0.415,-0.618,1.136,1.0,1.0,-0.147,-0.218,-0.043
0.605,-0.415,-0.417,1.0,0.0,-0.147,-0.218,-0.043
0.095,-0.701,-0.417,0.0,0.0,-0.147,-0.218,-0.043
0.022,-0.692,-0.417,1.0,0.0,-0.147,-0.218,0.763
-0.415,-0.279,-0.417,0.0,0.0,-0.147,-0.218,-0.043
1.189,-1.31,2.3,1.0,1.0,-0.147,-0.218,1.569
0.022,1.713,1.524,1.0,0.0,-0.147,-0.218,0.36
-1.217,0.191,-0.029,0.0,0.0,-0.147,-0.218,-0.445
-0.852,-0.895,-0.029,1.0,0.0,-0.147,-0.218,0.763
-0.415,-0.783,-0.417,0.0,0.0,-0.147,-0.218,0.038
-0.123,-1.477,-0.417,1.0,0.0,-0.147,-0.218,-0.043
2.938,-0.985,-1.193,1.0,1.0,-0.147,-0.218,-2.701
-0.561,-1.255,-0.417,1.0,0.0,-0.147,-0.218,-0.043
-0.123,-1.203,-0.417,1.0,0.0,-0.147,-0.218,0.763
0.605,2.974,-0.805,0.0,0.0,-0.147,-0.218,-0.043
-1.435,-0.916,-0.029,0.0,0.0,-0.147,-0.218,-1.331
-1.29,0.242,-0.029,0.0,0.0,-0.147,4.074,-1.331
1.261,1.254,-0.029,1.0,1.0,1.842,-0.218,-0.043
-0.925,-0.735,1.136,0.0,0.0,-0.147,-0.218,0.763
-0.852,0.63,-2.746,0.0,0.0,-0.147,-0.218,-0.043
1.189,1.384,-0.029,0.0,0.0,-0.147,-0.218,-0.043
0.241,-0.676,1.524,0.0,0.0,-0.147,-0.218,0.36
-0.634,0.078,0.747,0.0,0.0,-0.147,-0.218,-0.043
1.261,0.103,-1.969,1.0,0.0,-0.147,-0.218,-0.043
-0.269,-1.572,1.136,0.0,0.0,-0.147,-0.218,0.763
-1.435,-0.448,-0.029,0.0,0.0,-0.147,-0.218,-2.056
1.261,0.797,1.524,1.0,1.0,-0.147,-0.218,-0.043
2.136,-0.63,-0.417,1.0,0.0,-0.147,-0.218,-2.056
-0.051,0.141,1.136,1.0,0.0,-0.147,-0.218,1.569
-1.29,-0.237,-0.029,0.0,0.0,-0.147,-0.218,-0.043
-0.342,-0.262,-0.029,1.0,0.0,-0.147,-0.218,-0.043
-0.488,0.064,-1.193,1.0,0.0,-0.147,-0.218,-0.043
2.428,-1.084,-1.969,1.0,1.0,-0.147,-0.218,0.602
-1.071,0.195,-0.029,1.0,0.0,0.819,-0.218,1.569
-1.435,-0.05,-0.029,0.0,0.0,-0.147,-0.218,-1.251
0.824,-0.817,-0.417,0.0,0.0,-0.147,-0.218,-0.365
-0.779,-0.25,-0.417,0.0,0.0,-0.147,-0.218,-0.043
2.428,-0.227,1.136,0.0,0.0,-0.147,-0.218,-1.009
0.751,-1.223,-0.029,0.0,0.0,-0.147,-0.218,-0.043
-0.123,-0.007,-0.417,1.0,0.0,-0.147,-0.218,-0.043
-0.707,-0.436,1.136,1.0,1.0,-0.147,-0.218,-0.043
0.897,-0.403,-1.969,1.0,0.0,-0.147,-0.218,-0.043
0.678,-1.423,-0.417,1.0,0.0,-0.147,-0.218,-0.043
0.168,0.51,-0.417,1.0,0.0,-0.147,-0.218,-0.043
-0.852,-0.739,1.136,0.0,0.0,-0.147,-0.218,-0.043
-0.488,0.325,-3.522,1.0,0.0,-0.147,-0.218,-0.043
0.678,1.244,-0.417,1.0,0.0,-0.147,-0.218,0.763
0.095,-0.041,-0.029,0.0,0.0,-0.147,-0.218,-0.043
-0.634,-1.271,-1.193,1.0,0.0,-0.147,-0.218,-0.043
0.897,-0.219,1.524,1.0,0.0,-0.147,-0.218,-0.043
-0.123,-0.508,-0.029,0.0,0.0,-0.147,-0.218,1.246
1.99,0.454,-3.522,0.0,0.0,-0.147,-0.218,-0.043
1.553,-0.828,0.359,0.0,0.0,-0.147,-0.218,-1.654
-1.363,1.355,-0.417,0.0,0.0,-0.147,-0.218,-1.654
2.719,-1.003,-2.358,1.0,0.0,-0.147,-0.218,0.36
-0.269,0.829,-0.417,0.0,0.0,-0.147,-0.218,-0.043
0.46,0.244,2.3,0.0,0.0,1.841,-0.218,-0.043
0.897,-0.643,1.912,1.0,0.0,13.089,-0.218,2.374
0.97,-0.399,0.747,0.0,0.0,0.497,-0.218,-0.848
-0.415,-0.119,-0.805,0.0,0.0,-0.147,5.414,0.119
-0.051,-0.375,0.747,0.0,0.0,-0.147,-0.218,-0.043
-0.269,0.362,-0.417,0.0,0.0,-0.147,-0.218,-0.043
-0.342,-0.46,-0.417,0.0,0.0,-0.147,-0.218,-0.043
-1.508,0.031,-0.029,0.0,0.0,-0.147,-0.218,-1.654
0.387,-0.242,-0.805,0.0,0.0,-0.147,-0.218,-0.043
0.241,0.272,-0.417,0.0,0.0,-0.147,-0.218,0.763
0.605,-0.455,-0.029,1.0,0.0,-0.147,-0.218,-0.043
